Feature,F_Score,RF_Importance
meth_cg15110403,13.409497976206527,0.0040798960152579776
meth_cg05884394,13.391780878258999,0.00036488901445599366
meth_cg05347845,13.294134069901574,0.0012694423919945126
meth_cg20468253,13.26981417458455,0.00019507093480531458
meth_cg18552861,13.247138062524886,0.0010462186648426222
meth_cg00817367,13.23724642686426,0.0010629142636584387
meth_cg17399362,13.18929877701591,0.001351998690771215
meth_cg25029264,13.03958627652127,0.0004233322849297048
meth_cg22930650,12.99127027118155,9.614883233320694e-05
meth_cg04030615,12.971760514893525,0.0005293788202216308
meth_cg13693941,12.78926984538579,0.0002324912323206061
meth_cg10349065,12.784495853009457,0.0
meth_cg11419456,12.719497504909484,0.0009181182156700507
cnv_CUX1,12.704244352688299,0.0
meth_cg26751304,12.66984711728859,8.457320776745479e-05
rna_ARMC4,12.668997878406815,0.0016039607826979921
mirna_MIMAT0001413,12.600681752669786,0.0
meth_cg08898873,12.594201940833507,0.0
meth_cg20665459,12.55111603427591,5.8140363377271106e-05
meth_cg21389743,12.547010141268029,0.0
meth_cg27101125,12.496921321238544,0.0011279760178039338
meth_cg07446677,12.336792514876208,0.00010390277061664891
rna_HLA-DOB,12.296803146591348,0.0017838295134084117
meth_cg17868910,12.256019990318725,0.0
rna_DEFB103B,12.190752895282154,0.0
rna_DSG1,12.17009456892079,0.001059698042436703
rna_WFDC10B,12.131827016389709,0.0003031039601455773
meth_cg15993383,12.123805546535413,0.0007339201411058927
rna_MBL1P,12.066912055258703,0.0012674329068009956
cnv_MUC17,12.051069389873224,3.2928786502989534e-05
cnv_RN7SKP54,12.051069389873224,0.000108279958369575
meth_cg25937714,12.049377070464773,0.00036088966726123767
rna_C11orf70,12.045877396188898,0.00089982882604148
meth_cg10961841,12.043529039516432,0.0009073540250832871
meth_cg01043119,12.042992165345066,0.0
meth_cg04117372,12.025736194662086,0.0003161866515358231
meth_cg26124242,12.01439282879209,0.0
meth_cg02588107,11.950918106547594,0.00014167467989386376
rna_RPSAP52,11.931395473559503,0.0008669420421720535
rna_KLRB1,11.913252237402887,0.0011983422504864042
cnv_RN7SKP294,11.910292963748448,0.0039061974703390183
cnv_STAG3,11.863702644768999,8.868591743801817e-05
cnv_GATS,11.863702644768999,0.0
cnv_GPC2,11.863702644768999,0.0
rna_TSPAN32,11.860075091057093,0.0016059606193877135
cnv_MYL10,11.801785961537462,3.271747498075443e-05
rna_EFHB,11.747548342741343,0.0006000847306206724
rna_HCN1,11.716944614309172,0.00299796819405609
rna_LOC100216001,11.716344499215262,0.00037067468721282764
rna_RAB39B,11.684960175142766,0.0012053961772670813
meth_cg20249252,11.683523536739576,0.00012150668172390249
meth_cg08265644,11.658429448766114,0.00012000532138830503
meth_cg02367660,11.65715173082178,0.00012773826107946335
cnv_SPDYE2,11.6433413608058,0.00016027282461939573
cnv_ALKBH4,11.6433413608058,0.0
cnv_POLR2J3,11.6433413608058,0.0002436466183166982
cnv_POLR2J,11.6433413608058,0.00013853503377274414
cnv_RASA4B,11.6433413608058,6.154040636204836e-05
cnv_SPDYE2B,11.6433413608058,0.00018180577896800685
cnv_MIR4467,11.6433413608058,0.0
cnv_RASA4,11.6433413608058,0.0002116492530026365
cnv_ORAI2,11.6433413608058,9.347127760345604e-05
cnv_UPK3BL,11.6433413608058,0.0
cnv_LRWD1,11.6433413608058,0.0
cnv_POLR2J2,11.6433413608058,0.0004657516445299831
cnv_MIR5090,11.6433413608058,5.4482522861293905e-05
rna_MYH4,11.629575925826689,0.00027742363637388426
meth_cg12288473,11.601452261138252,0.0005305034632818778
meth_cg17342302,11.595097626724693,0.00320252266661899
meth_cg03306486,11.594521019339687,0.0011418281227565546
meth_cg13915726,11.58477560900547,0.0003143001086725733
meth_cg11256387,11.550694484086279,0.0014511157773133131
meth_cg02585459,11.505213139034582,0.0
mut_24284,11.49456396311573,0.00021257327870211054
mut_10447,11.49456396311573,0.0003465617991326042
meth_cg10800833,11.491030049384298,0.0011705914271144138
mut_26614,11.490791438526632,0.00028618680872608226
meth_cg09896900,11.490298666046911,0.0005154346977144917
meth_cg03571927,11.469624742774425,0.0001426410872627828
meth_cg06539804,11.468477553316342,0.0015122521113837251
cnv_COPS6,11.43414517102469,0.0
meth_cg18206952,11.420806414591402,0.00044019155737690834
cnv_COL26A1,11.417485227517577,0.0002346056957165559
meth_cg11721803,11.402165314867196,0.0
meth_cg23207676,11.353686961749714,0.0007067625516344412
meth_cg07195301,11.353006992660546,0.00011141765995562287
meth_cg04034767,11.341621839693442,6.249897877485664e-05
cnv_PNPLA8,11.335734106015579,0.0
meth_cg27482031,11.333341540435672,0.0002452257055393724
rna_SH2D5,11.330396612921344,6.464358103285835e-05
meth_cg24624406,11.322428447206129,0.00016563098700507294
meth_cg05825244,11.319397986299546,0.000268167510567088
meth_cg18470839,11.300522171956347,0.0003816546183156721
meth_cg02245020,11.284252005420898,0.00037087423124791013
meth_cg14598327,11.265131232817671,0.00029631404661379734
meth_cg04689080,11.260272828956918,0.0026909106196235343
cnv_MUC12,11.228485849964104,0.00018556306459275012
cnv_AP4M1,11.178437969899804,0.0
cnv_CNPY4,11.178437969899804,0.0
cnv_GAL3ST4,11.178437969899804,0.0002006634503668704
cnv_MBLAC1,11.178437969899804,0.00026933797123310834
cnv_TAF6,11.178437969899804,6.130855701829372e-05
cnv_MIR93,11.178437969899804,0.00015788320793820698
cnv_C7orf43,11.178437969899804,0.0
cnv_MCM7,11.178437969899804,0.0
cnv_MIR106B,11.178437969899804,0.0009058339013379149
cnv_MIR4658,11.178437969899804,0.0
cnv_MIR25,11.178437969899804,0.0
cnv_LAMTOR4,11.178437969899804,0.0
rna_C9orf57,11.169924070628111,0.003051100024603027
rna_CAMK4,11.149934833370127,0.00012914236323813866
cnv_MIR4653,11.14748912386079,0.0
cnv_AP1S1,11.14748912386079,0.0002609397762088252
cnv_NAT16,11.14748912386079,0.0
cnv_MOGAT3,11.14748912386079,0.00010169781221513217
cnv_FIS1,11.14748912386079,0.0
cnv_CLDN15,11.14748912386079,0.0
cnv_ZNHIT1,11.14748912386079,1.5606382044232485e-05
cnv_VGF,11.14748912386079,6.112315945668304e-05
cnv_SERPINE1,11.14748912386079,4.359719610189776e-05
cnv_PLOD3,11.14748912386079,0.0
meth_cg13795264,11.145359787897174,0.0
meth_cg23109129,11.145307581966868,6.514047291639742e-05
meth_cg11960393,11.133799743240534,0.0002460379091157439
meth_cg15407528,11.124944409418038,0.0
meth_cg11241436,11.1154564614794,4.903706447109768e-05
meth_cg10576051,11.097245532518869,0.0
meth_cg18770944,11.091581541451038,0.0006438071222173913
cnv_MUC3A,11.067723205467415,0.0
meth_cg12742937,11.065457507491159,0.0
meth_cg12243375,11.048814090914323,0.0
meth_cg05151621,11.044977960235043,0.0002026553002050551
meth_cg08692175,11.028805988119899,0.00011351977246581552
mirna_MIMAT0003235,11.024142766525589,0.0007685622436302339
meth_cg05381423,11.015429020724975,0.00039170088038569667
meth_cg15674193,11.005411461110784,0.0
meth_cg02991085,11.003322453422538,0.00015602126916134575
rna_RNASE7,11.002700522817085,0.00025014584409359294
cnv_ORC5,10.957459427644821,0.0
meth_cg08576643,10.917529664984459,0.00012792240708890118
meth_cg06650115,10.91338250660686,0.0
meth_cg22602002,10.909873817963607,0.0
meth_cg21322654,10.898662355975341,0.0010147574293598864
meth_cg06040683,10.894068341934322,0.0012390253396257155
meth_cg22773093,10.88140858811257,0.0003629220384694559
meth_cg15698066,10.854429552898033,0.00124891489106477
meth_cg00581482,10.839890272083121,6.402628734866769e-05
meth_cg25502144,10.823291375902375,0.0
meth_cg08611411,10.777884491576481,6.209693524799572e-05
cnv_ZNF394,10.772896795444353,0.0
cnv_ZKSCAN5,10.772896795444353,0.0006925003690751681
cnv_ATP5J2,10.772896795444353,0.0
cnv_ZNF789,10.772896795444353,0.0005092073223190404
meth_cg20046608,10.771874004018114,0.0006370114679602893
meth_cg00987461,10.763057633146577,0.0012951876830657135
meth_cg13357482,10.758517445292549,0.0
meth_cg03755177,10.756048887346747,0.00014956418537227792
rna_PARP15,10.75529168983028,0.0011980799383958364
cnv_TRIM56,10.729325639360594,0.00036186411491597646
meth_cg18342462,10.715376767358944,0.0
meth_cg24845848,10.709488853028606,6.349148270839878e-05
meth_cg15919396,10.70241350284009,0.0
meth_cg13952031,10.670197175601018,0.0006501659787585882
meth_cg07791427,10.664228357777251,0.00028169501004885475
meth_cg15901259,10.654099946804607,7.683383517364227e-05
cnv_snoU13|ENSG00000238739.1,10.639134640529766,0.0005123849883978468
meth_cg21474897,10.637187465955455,6.078204058636793e-05
cnv_FBXL13,10.63058539256992,0.0001226905311778291
meth_cg21931317,10.616224182676657,0.001535518104183556
meth_cg13990092,10.603767917243706,0.0007074349692936445
cnv_ACN9,10.582055842698574,6.486278203536407e-05
rna_MMP21,10.580114825898333,0.002649002741993618
meth_cg08632164,10.567814480061811,0.0
meth_cg18710929,10.554133528708691,0.0013190121291010656
meth_cg23378989,10.552334305738967,8.281224865182642e-05
meth_cg26922444,10.54639613395566,0.0
cnv_SLC26A5,10.542523396844373,0.0
cnv_PMPCB,10.542523396844373,0.0
cnv_RN7SKP86,10.542523396844373,6.40337860974775e-05
cnv_DNAJC2,10.542523396844373,0.001508866881246246
cnv_PSMC2,10.542523396844373,0.0
meth_cg00100121,10.532101899348605,0.00011619462599854755
rna_HMGA2,10.528995270932263,0.000610579641578232
rna_NKPD1,10.52202384712059,0.000792021230806541
meth_cg01557297,10.499522554895279,0.00011873108450859543
cnv_LAMB4,10.496446599970218,0.0
cnv_NRCAM,10.496446599970218,6.287880953742355e-05
cnv_DLX5,10.48517259238342,0.00028776644081796824
cnv_DLX6,10.48517259238342,0.000519297556730432
meth_cg11445123,10.477160599562296,0.00012011921886559739
meth_cg16721177,10.464474544105936,0.00016078914251163045
cnv_MIR548O,10.460787583256257,0.0002198727021814901
cnv_SH2B2,10.460787583256257,9.417375381972637e-05
cnv_MIR4285,10.460787583256257,0.0002603255780950608
meth_cg10455938,10.454892720517396,4.367435487554235e-05
meth_cg11279444,10.453383102398195,0.0014638007665221642
meth_cg21159370,10.421207456588268,0.0
rna_CREG2,10.411300828182776,0.0003961152009191674
meth_cg25373100,10.407973213838488,0.0008516366896737093
meth_cg06577045,10.401947049718327,0.0001226506992978005
meth_cg20788415,10.400105509116765,0.0
cnv_RN7SKP41,10.397091157407944,0.0001779882230000979
cnv_POTEA,10.397091157407944,0.00017814496712683023
cnv_HGSNAT,10.397091157407944,0.00024931284543893605
cnv_SGK196,10.397091157407944,0.00015921692200904398
cnv_U3|ENSG00000201329.1,10.397091157407944,0.0007493662891720934
prot_EGFR-R-V,10.392881169144763,6.162873501011195e-05
cnv_ARPC1B,10.382647506158023,0.0
cnv_BUD31,10.382647506158023,0.0
cnv_PTCD1,10.382647506158023,0.0
cnv_CPSF4,10.382647506158023,0.0007243168363125377
cnv_PDAP1,10.382647506158023,4.360527253295334e-05
cnv_snoU13|ENSG00000239133.1,10.382647506158023,0.0
cnv_C8orf22,10.381070120065967,0.0032573509342696382
mut_34294,10.372819685757674,0.0002845464356555177
meth_cg02584459,10.372746073192545,0.0
meth_cg05521792,10.372062036002896,0.0002674080694061111
meth_cg08862890,10.369357472466705,4.373427852732678e-05
meth_cg05064925,10.356077975236806,0.00018602367555509828
meth_cg05621401,10.342604823196757,0.00038040377695767764
meth_cg23108709,10.337267982649704,0.0002560916060554292
meth_cg02788400,10.335116976829116,0.00010625605447603851
meth_cg09032310,10.3144170453242,0.00011206556283036756
meth_cg19744936,10.31303919834851,0.0008863921413780069
meth_cg06710937,10.310123557072343,0.00041642516607245955
meth_cg07748540,10.30730036285197,0.00011214542256102032
rna_LOC153910,10.301891525451287,0.001010057786769582
meth_cg26281453,10.285209101307556,0.0011077002796816896
rna_C1orf180,10.283276101022992,0.0007902024513435615
meth_cg23089549,10.282115585697433,0.0005432293833735205
meth_cg23187159,10.280607589520407,0.0009520557685553121
meth_cg07561017,10.256595793438615,0.00019125413904552726
cnv_RELN,10.238527884276975,0.0007582619368299839
cnv_RABL5,10.2362139858673,0.0
rna_CALB2,10.226462519529294,0.00033887935523068937
meth_cg02685016,10.225845540742647,6.298199544983854e-05
meth_cg23337361,10.225237850183614,0.001450535054065204
meth_cg27393126,10.201602814262964,0.0005083110513908487
cnv_PRKRIP1,10.19938167624511,0.00039963420950453547
meth_cg02079377,10.19673703235384,0.0003227064697316413
meth_cg24989739,10.190831720490506,4.382522614389569e-05
meth_cg08673814,10.183476775323978,4.359719610189776e-05
cnv_FAM185A,10.169647592275286,0.00013839407498528335
cnv_CEBPD,10.157401414520125,0.000582523425376873
cnv_ZNF3,10.14545031912713,0.0
cnv_ZSCAN21,10.14545031912713,8.436156004558098e-05
cnv_DPY19L2P2,10.14436707815374,0.0008208777764245457
cnv_RINT1,10.143799157861276,0.0
meth_cg12169536,10.139557768651459,0.0013283377551649212
meth_cg01509237,10.138490438815422,3.281008749356665e-05
meth_cg11031701,10.129632798029492,0.0004180439004571048
rna_RBM11,10.120514863247127,0.0011926894304824032
meth_cg25464210,10.104591347829404,0.0008066337984607182
meth_cg26717763,10.102974251183419,0.00035943794727457914
meth_cg09360501,10.096615694096641,0.00017777774235038673
meth_cg23350336,10.094447060373227,0.0005925912032076466
meth_cg04170192,10.093243144876686,0.0
cnv_RN7SL252P,10.09299668865457,0.00192905323220213
cnv_MIR591,10.09299668865457,0.0
cnv_SLC25A13,10.09299668865457,0.000891859819027313
meth_cg26365854,10.090017745943191,0.0
rna_UBASH3A,10.043810907537042,0.000563271628760861
meth_cg22291627,10.030313731333138,0.0005086031099145571
cnv_ARMC10,10.030071348201279,0.0
cnv_NAPEPLD,10.030071348201279,0.0
meth_cg26094984,10.029688249129583,0.0002331378656829937
cnv_LHFPL3,10.00846901613507,0.00028012548763655526
meth_cg04942472,10.00540862813604,0.00017884327316066928
meth_cg04787024,10.00091402735008,0.0
meth_cg01088410,10.000464524977367,0.0019601407686899498
meth_cg03345037,9.996337460422513,0.0016036031642840598
meth_cg00522056,9.99495631393294,0.0
meth_cg08650910,9.986861286359163,0.00040820933812211395
meth_cg00381411,9.977979342135011,0.00016912381531857055
meth_cg22090863,9.962089369166833,0.00033903575098104667
rna_KIAA0748,9.952968181957292,0.0034030755382274346
cnv_TRIM4,9.951235083749015,0.0
cnv_GJC3,9.951235083749015,0.0003451151273896093
cnv_OR2AE1,9.951235083749015,0.0004934294220391203
rna_RASSF10,9.944674179001503,0.0004640983641722706
rna_FLJ16779,9.932590747965927,0.0023880392008887243
mut_32323,9.930313588850174,0.0
meth_cg26661034,9.929208771395947,0.0
rna_ODAM,9.923240569574943,0.00013882904114985065
meth_cg05852143,9.921973359785351,0.0022574085525265634
meth_cg21657955,9.91490352358494,9.337201118023035e-05
meth_cg10091335,9.907928129829253,0.0002017598111227071
cnv_ACHE,9.899758126076863,0.0
cnv_UFSP1,9.899758126076863,0.0
cnv_SRRT,9.899758126076863,0.0
cnv_RN7SL549P,9.899758126076863,4.923906513716853e-05
meth_cg02758612,9.893450472691416,0.00013687652118056062
meth_cg08231709,9.867565734108014,6.272816724659179e-05
meth_cg19509715,9.867547833656534,0.0
meth_cg25776856,9.854848871078191,0.00011898387292776
cnv_BET1,9.854178638820978,0.0011411988236850008
meth_cg14999001,9.846226843786484,0.0002034507694547018
meth_cg11243196,9.84479924291197,0.00017377661101862645
meth_cg19166660,9.829976300706461,9.67917076241968e-05
meth_cg01518188,9.8291423917844,0.0
meth_cg26614154,9.828692176611618,0.0002853595868331511
cnv_CYP3A43,9.813400557930036,3.268113465481887e-05
meth_cg17133668,9.805280451719671,0.0
rna_DSC1,9.803186981658863,0.0003174136270115203
meth_cg12064531,9.791330371845392,0.00036394222911785074
meth_cg05937496,9.772714995360912,0.0
rna_RACGAP1P,9.769559956594245,0.0007602148111740029
rna_LOC646982,9.76866258046838,0.0012865954435899863
meth_cg01394819,9.743413701929416,0.00023899316806624452
prot_ER-alpha-R-V,9.7427733010483,0.0016352203174874117
meth_cg09953239,9.741629583451974,0.0003387427375779362
rna_REN,9.738088656587129,0.0010405640559507118
meth_cg25649038,9.729764716102203,0.0
meth_cg13504411,9.729054203473924,0.0006712055174306886
meth_cg01036409,9.72618541721361,0.0
rna_C3orf16,9.725231095088537,0.000306711259850504
rna_ADHFE1,9.714882137670863,0.00024116896013618957
cnv_RN7SKP198,9.690589326674443,0.00038463471426629576
cnv_LRRC17,9.690589326674443,0.0
meth_cg14556070,9.690444809699033,9.738961608619316e-05
rna_TRAT1,9.688916048759994,0.0023270913912203715
meth_cg05663341,9.682507654623487,0.0002556406866146069
meth_cg00527489,9.670213494716041,0.0002643939102606433
meth_cg18132916,9.669212101170622,0.0023666647854902268
meth_cg13567541,9.6525970642474,0.000225714822938453
meth_cg03709792,9.650888446073143,0.0003731822945567354
meth_cg06125461,9.647848787105737,0.0007115867394645923
meth_cg08044969,9.635118547241026,0.00028290073310502405
meth_cg19897330,9.603379506441044,0.0028134668283980643
meth_cg07294406,9.59733279402021,0.0006311078907237683
meth_cg23216292,9.594392748049307,0.00020148649371174766
meth_cg06299833,9.586920927827977,0.0
cnv_EFCAB1,9.577058744205843,0.004154215378250798
cnv_SNAI2,9.577058744205843,0.004287351387991902
meth_cg20534596,9.574433890348764,5.9542341220423424e-05
cnv_AFF1,9.569020259658403,0.00011855788956227384
meth_cg20492807,9.565785966895843,0.0003212262805542662
meth_cg23448584,9.56216488262219,0.0
meth_cg25673084,9.561543002006408,4.903706447109768e-05
meth_cg00845942,9.548361485168508,0.0004345080960507822
rna_DLX2,9.545286504713477,0.0
meth_cg04389426,9.541940521886774,0.0
rna_CDH4,9.5375749473876,0.0010503693867459142
meth_cg27021357,9.535833393187874,0.0
rna_KLRF1,9.53499642044776,0.0012488406959045577
meth_cg01287514,9.53482170710564,0.0008504049823174056
rna_BEX2,9.51879791132127,0.0007167766293729329
rna_LIN28A,9.516844738727281,0.0005533841623554642
meth_cg22389279,9.510668525184578,4.37840274150969e-05
rna_CSTL1,9.502933020700933,0.00041617483457073793
rna_GSDMA,9.502913675014927,0.00011352891909407567
cnv_AKAP9,9.50241743738315,0.0
meth_cg26886381,9.495241235665047,0.00025649796094372895
meth_cg18875460,9.488572102425382,0.0014325737951601247
cnv_DYNC1I1,9.484321972898067,0.0
mirna_MIMAT0004703,9.476424712034188,0.00037378611128076697
meth_cg15576900,9.474498503478122,0.0004278635718638461
meth_cg01503348,9.463200073780943,0.00015760638156536965
meth_cg20541238,9.462783653197286,0.0009219932447711945
rna_C5orf58,9.462057261687546,0.00016862952768622715
rna_RGPD8,9.455514569715152,0.001950768282884327
cnv_ARPC1A,9.455033678485314,0.0
meth_cg27545919,9.439793593170082,0.0
rna_GPR142,9.439658681750654,0.00027079535910796515
meth_cg04803843,9.429239777928322,7.429569844168939e-05
meth_cg09775582,9.42748818255926,0.0001867440223604607
cnv_EFCAB10,9.412881430531126,0.0
cnv_GATAD1,9.409191329767943,0.0
rna_SLC24A2,9.392869726404868,0.007376367513421226
meth_cg19653212,9.390480172897812,0.00020104203942000778
meth_cg00641009,9.377659348710537,0.0
meth_cg19452535,9.374923207930253,6.147716631893614e-05
cnv_U3|ENSG00000238297.1,9.370237441551627,0.0011794210766203116
meth_cg15922174,9.367773439586616,0.00042811684234920886
meth_cg18505401,9.359463358172594,4.3575466727425495e-05
meth_cg11398511,9.355333830026598,0.00013543685821264782
cnv_ZSCAN25,9.353275853074354,0.0
cnv_CYP3A7,9.353275853074354,6.19291089466822e-05
cnv_CYP3A5,9.353275853074354,4.3614595210946414e-05
meth_cg03110368,9.353013767035563,0.0
meth_cg15156226,9.343268879814955,0.00027174192295909905
rna_MYOM3,9.334791478382137,0.0013273245185483542
cnv_snoU13|ENSG00000238384.1,9.334557538953167,0.001030540797310614
cnv_PON3,9.334557538953167,0.0005374846939280119
cnv_PON1,9.334557538953167,0.0007973126781186478
cnv_PDK4,9.334557538953167,0.0
cnv_PON2,9.334557538953167,0.0002453688373433199
cnv_PVRIG,9.334557538953167,0.0001142577099450415
cnv_ASB4,9.334557538953167,0.0
meth_cg03203223,9.32654232354739,9.475523370065134e-05
meth_cg18972849,9.321669941977788,0.0
meth_cg19083459,9.31903402874534,8.689594000325912e-05
meth_cg14179389,9.31714460569736,0.0
meth_cg23204968,9.316468666164,0.0008113130576105662
meth_cg05714219,9.292497932753296,0.0005212304596100503
meth_cg08181476,9.283215653893128,6.683973495196547e-06
meth_cg25285794,9.27997630633526,0.0002360556820109217
cnv_TRIP6,9.276201818652085,0.0
meth_cg08575922,9.27356278228914,0.0
rna_FLJ11235,9.271381963556363,0.000496825925398807
rna_RGL4,9.257474243069066,0.002039981333116089
rna_TMEM105,9.256452832881944,6.003595736483884e-05
cnv_SNORA40|ENSG00000222966.1,9.256306275430033,0.0
cnv_GNGT1,9.256306275430033,0.0
meth_cg13186327,9.253270297762597,0.0
meth_cg17398252,9.246977748610334,0.0
meth_cg27205687,9.230266826790306,0.00011081821992884282
rna_IL18RAP,9.218907921639921,0.0017626467953858588
meth_cg23779047,9.218813442040368,0.00023168404725370994
meth_cg12003064,9.21824096188365,0.0
cnv_BRI3,9.201071610577017,0.00010216273063522608
cnv_TECPR1,9.201071610577017,0.00016514920821577593
cnv_BHLHA15,9.201071610577017,0.0004214322835077422
cnv_LMTK2,9.201071610577017,0.0001226905311778291
meth_cg26834169,9.200640674154524,0.0
meth_cg07873980,9.197833398854582,0.001267087367311363
rna_PYHIN1,9.182925635279664,0.001421835480947274
meth_cg00018128,9.178253203592034,0.00014791484338428355
meth_cg11912330,9.176074822513273,0.00012338645980312918
meth_cg27434245,9.172916027177063,0.00015301772455309407
meth_cg02120582,9.170431369786629,9.341990108481063e-05
meth_cg11058154,9.164527619461067,7.939422860527611e-05
rna_CLDND2,9.163370730259665,0.000996785220120896
cnv_GNG11,9.159897045584437,0.0003341253882849501
cnv_TFPI2,9.159897045584437,0.0
meth_cg11052958,9.152964326863204,0.00032456233329810616
meth_cg02917917,9.151588917586906,0.00014736098625914984
meth_cg25379026,9.141229854754188,0.0003870879715663444
meth_cg27648738,9.13841943997371,0.0
meth_cg05478631,9.137680679270403,1.4208788708501658e-05
rna_GSG1,9.130449300820253,0.0014921070281948986
meth_cg15344220,9.127084083969482,0.0
meth_cg25333258,9.116869327678685,0.00023336146383108537
meth_cg02623991,9.099945286796165,0.0018460839703350073
prot_PREX1-R-E,9.084556841791715,0.002235293536876021
cnv_ATP1B2,9.083040616387635,0.0005681842356136345
rna_ZNF418,9.077800768070341,0.001788977471335669
cnv_KRIT1,9.072693608374163,6.13960307042575e-05
cnv_ANKIB1,9.072693608374163,0.00045780866370397625
meth_cg22511684,9.065391509488496,0.0029510927830177047
cnv_GPR22,9.064524441475985,0.00048655000065191215
cnv_PUS7,9.064524441475985,7.864302235929066e-05
cnv_snoU109|ENSG00000238832.1,9.064524441475985,0.00017715414730255075
cnv_BCAP29,9.064524441475985,9.178959106037377e-05
cnv_HBP1,9.064524441475985,0.00013515229677874634
cnv_COG5,9.064524441475985,0.0004725768772863273
cnv_DUS4L,9.064524441475985,6.124697635264156e-05
meth_cg14650610,9.058237334770581,0.0002947257022385096
meth_cg20409590,9.057261557984441,0.0
meth_cg12027636,9.056771535055843,8.624688492889717e-05
meth_cg14314653,9.05384162438487,0.00037659701715059025
meth_cg00703260,9.051395737736888,0.0002301044251826103
meth_cg05852008,9.049044623399418,8.381615228296626e-05
meth_cg16474297,9.047823481193523,0.0
